symbol,rs_date,RS_20d,RS_60d,RS_120d,RS_180d,RS_250d,RS_20d_z,RS_60d_z,RS_120d_z,RS_180d_z,RS_250d_z,RS_Score,RS_Rating
ENEX,2026-03-13,1.1036001901331807,1.1687501412239176,1.0418118068678124,1.0542137379414882,0.9636410311519384,0.8680146134922834,0.27414112112666933,-0.02151592793332683,-0.08732965118412105,-0.13850708198326167,0.12542282316958397,84.06779661016948
EURO,2026-03-13,1.0545660509998374,0.9591660857988535,1.103732012669085,1.088392823971005,1.1507829125640539,0.3509931994168821,-0.1274227866930723,0.02935535843215899,-0.061499691600311046,0.007574919747376135,-0.006952376816149523,73.22033898305085
EVER,2026-03-13,1.0443275456503245,0.9684783778939879,0.8962342909581273,0.8979614948383641,0.8521512434652366,0.24303726081197452,-0.10958039693256832,-0.14111687893768288,-0.20541323951494717,-0.22553544375296883,-0.11876257719892852,40.0
EW,2026-03-13,1.0841114521512893,1.111201507267839,1.1097262459815433,1.226103660452147,1.2945318063129772,0.662523193676764,0.16387770297579038,0.03427999257110646,0.04257170859712867,0.11978457579526076,0.15046765649190497,86.10169491525423
FAF,2026-03-13,1.188372724360714,1.1414209453750572,1.1028238902298313,1.1507376556353637,1.070411916791494,1.761865638425863,0.22177827004822312,0.0286092795704306,-0.01438419878815322,-0.05516227117401468,0.23872118431592806,90.16949152542372
FB,2026-03-13,1.0066506036703406,0.9309543079017855,0.9783464231392432,1.020657675495445,1.0133182620068824,-0.15423260391543128,-0.18147666858744116,-0.07365667372337274,-0.11268877682090897,-0.0997292879963332,-0.12577757796225042,38.64406779661017
FCG,2026-03-13,1.0095166274619802,0.9854692266289703,0.9076150438591828,0.8922832089151214,0.7673846197731683,-0.12401293044471633,-0.07702586122919211,-0.1317668851449858,-0.2097044571260914,-0.29170383949339657,-0.1541472400487035,31.52542372881356
FDC,2026-03-13,1.020592828703726,0.8860546861583293,0.8794996257742617,0.9105947587839645,0.8824113080291041,-0.007224233226679395,-0.267504527578733,-0.1548654434616958,-0.19586597728433464,-0.20191459111093743,-0.18915052658521933,24.40677966101695
FERRO,2026-03-13,0.8227263347440361,0.6157844804325947,0.5896889695878196,0.4882925154627199,0.5246993940780941,-2.0935505420659775,-0.7853433477044185,-0.3929628575747289,-0.5150099669076948,-0.4811426935461534,-0.7183721703250674,0.3389830508474576
FEU,2026-03-13,0.9957831186177111,0.9678734569833733,0.9519446904564296,1.0454717216606562,1.0182668023179537,-0.26882057443275376,-0.11073942787266351,-0.09534733328227257,-0.09393620371217568,-0.09586648257388401,-0.11710793225416032,40.67796610169492
FFI,2026-03-13,1.0443275456503245,0.9684783778939879,0.9491569833638702,1.046125141486694,1.0402122075403233,0.24303726081197452,-0.10958039693256832,-0.09763760741772723,-0.09344239859160443,-0.07873601076563067,-0.06347867618617034,53.22033898305085
FGEN,2026-03-13,0.9852765640114579,1.0265870805676274,1.1626411070269633,1.0472875027550126,1.1075674315738022,-0.3796028541993742,0.0017561151729778917,0.07775283014323424,-0.09256397414934392,-0.026158865128421235,-0.040431867931367466,67.45762711864407
FILRT,2026-03-13,1.023440994737318,0.9619346050703799,0.852476969693701,0.9236059807720363,0.9475266326376919,0.02280714605796048,-0.12211829243994972,-0.17706623007151653,-0.1860330830460967,-0.1510858995834889,-0.13849083219081068,36.271186440677965
FJP,2026-03-13,1.1324564524562588,1.0414181720449995,0.917990703093705,1.2802579112480017,1.279323693531028,1.1722782513352374,0.030172547132970386,-0.12324263808669796,0.08349738192088124,0.10791320023267323,0.12835538617081763,85.08474576271186
FLI,2026-03-13,0.9806490367692071,0.9684783778939879,0.9257444444408949,0.9944646406725364,1.0323528264166852,-0.42839601587709236,-0.10958039693256832,-0.11687245905753367,-0.13248348491429635,-0.08487100373589321,-0.1441591829751064,34.23728813559322
FMETF,2026-03-13,1.0443275456503245,0.9684783778939879,0.9684923349498192,0.9723982267533461,0.9784701336730246,0.24303726081197452,-0.10958039693256832,-0.0817524178454738,-0.1491596060721319,-0.1269315599044884,-0.07788015266004113,49.49152542372882
FNI,2026-03-13,1.012028755578665,1.7507109138852857,1.4148187127491656,1.5245854775154921,1.7185566531848004,-0.0975247723127899,1.3891803429497802,0.28493236111619263,0.26814161601332687,0.4507762167211974,0.5994794716435482,97.6271186440678
FOOD,2026-03-13,1.1139493820270128,1.0470036517772843,1.051581568057536,0.9403372058307364,0.8044307738311833,0.9771376433253539,0.04087434915600726,-0.013489463667366258,-0.17338889277486946,-0.2627857998735059,0.03250805462649623,77.28813559322035
FPH,2026-03-13,1.0041611015868503,0.9950120320828645,0.9858577200539399,1.0531461155906319,1.3184507875292557,-0.18048219063805337,-0.05874180693003564,-0.06748567782019263,-0.08813647914170822,0.13845561099628492,-0.04940113477676309,64.7457627118644
FPI,2026-03-13,1.1278737493023505,1.1319877144215442,1.137528138523777,1.2280599487017716,1.2340699371273836,1.1239577198280308,0.20370416094017968,0.057120970224791255,0.04405012280570201,0.07258834792600477,0.20748553957109592,88.47457627118645
FRUIT,2026-03-13,1.059914523943613,1.062202091883729,1.0989889338306218,1.1856084936849203,1.0683846214945403,0.40738809271795556,0.06999462259250618,0.025458625229754474,0.011968534479663905,-0.056744767581785344,0.06198384411565101,80.33898305084746
FYN,2026-03-13,1.0443275456503245,0.9684783778939879,0.9858577200539399,1.046125141486694,0.9720205183793466,0.24303726081197452,-0.10958039693256832,-0.06748567782019263,-0.09344239859160443,-0.1319660968311436,-0.06392520669661363,52.88135593220339
GEO,2026-03-13,1.0188561420978774,0.8608696692391005,0.5799163059140824,1.1955715902705075,0.9141258793536176,-0.025536049863653158,-0.31575912305394954,-0.40099170641117843,0.019497886841897107,-0.1771583578821414,-0.22020344481928655,19.322033898305087
GERI,2026-03-13,0.974705709273636,1.0592732258215494,1.1130651678028354,1.0768935280010086,1.3536094751967027,-0.4910631217014072,0.06438290323234729,0.03702312376592276,-0.07018998688470711,0.1659003039422352,-0.009688612044561985,72.88135593220339
GLO,2026-03-13,0.9878774080476042,1.0066172940021438,1.063827700594399,0.9878366438672009,0.721442483215355,-0.352179265550226,-0.036506077603556855,-0.0034285068748155507,-0.13749242194250091,-0.32756603785063293,-0.12366026662088866,39.32203389830509
GMA7,2026-03-13,1.056531707285637,1.1094478204229803,1.102268963750346,1.2144671182776565,1.0189904869182629,0.3717192978134844,0.16051763180489298,0.028153373077802194,0.03377769304613307,-0.09530157805204698,0.08482586449368645,82.37288135593221
GMAP,2026-03-13,1.096637333267872,1.123511477912591,1.117178536045681,1.204069525593509,1.1394808499973568,0.7945974766538698,0.18746365710396767,0.04040251068979814,0.025919981503802335,-0.0012474128644896197,0.15079635684011386,86.77966101694915
GPH,2026-03-13,0.8938609520544859,1.0018741840282634,1.0754811491497527,0.8436493076505598,1.0089014721963,-1.343499229213376,-0.04559389572248435,0.00614552329729781,-0.24645826917892913,-0.1031770116800151,-0.21125991640154654,20.677966101694913
GREEN,2026-03-13,1.1494171099924955,0.8920195585865679,1.380200808075516,1.1231404893262051,1.1731282118371424,1.3511133098887735,-0.2560758075977602,0.25649160709676516,-0.0352400429080823,0.025017546819691244,0.11911611392507783,83.72881355932203
GSMI,2026-03-13,1.0319557210677073,0.963720940248193,1.0006773421878934,1.0230382418125052,0.9480409219519764,0.11258736705524028,-0.11869566692951346,-0.05531043984013499,-0.11088972544477967,-0.15068444795794966,-0.08295818561601213,48.47457627118644
GTCAP,2026-03-13,0.8908430427289888,0.9400919426798539,0.9281570173751976,0.9231480480517379,1.1345053248170245,-1.3753204006379767,-0.16396892296113952,-0.11489038088078425,-0.18637915384644507,-0.0051312825387691595,-0.25349083532244,14.237288135593221
HI,2026-03-13,1.046359311303341,1.133559919580463,1.3085482624427298,1.526216566191636,1.5010211903009398,0.26446042372579165,0.206716512458187,0.19762460043015317,0.2693742690616273,0.2809691397286609,0.23388737098919815,89.83050847457628
HOME,2026-03-13,1.0443275456503245,0.9684783778939879,0.7538911976883069,0.5036898829380378,0.4932830216889332,0.24303726081197452,-0.10958039693256832,-0.25806055130075606,-0.5033738049798694,-0.5056661542012125,-0.24961021494991784,14.915254237288137
HOUSE,2026-03-13,1.0443275456503245,0.9684783778939879,0.9858577200539399,1.2764196691207674,1.274660684811577,0.24303726081197452,-0.10958039693256832,-0.06748567782019263,0.08059672978133252,0.10427327931980843,0.006318525400616566,75.2542372881356
HTI,2026-03-13,1.1428490122211097,1.0402175169972463,1.1551464194571417,1.0644782141443554,1.0322341788099256,1.2818585568214724,0.027872087148352535,0.0715954798461781,-0.0795725389769639,-0.08496361945486113,0.12578730107457559,84.40677966101696
HVN,2026-03-13,1.0443275456503245,0.9091043265859143,0.4010414244470296,0.4255578755002493,0.3913220535199611,0.24303726081197452,-0.2233413221995415,-0.5479485067148968,-0.5624200472514492,-0.585256367872929,-0.3799582618886184,4.067796610169491
I,2026-03-13,1.0443275456503245,0.9684783778939879,0.9858577200539399,1.046125141486694,0.8700093695239428,0.24303726081197452,-0.10958039693256832,-0.06748567782019263,-0.09344239859160443,-0.21159548129171202,-0.07586961436569889,50.16949152542372
ICT,2026-03-13,1.087179891748438,1.207293337320076,1.3670294296294512,1.7102523196142854,1.8616050002512181,0.6948771619030364,0.34799004256702154,0.24567050345075342,0.40845452617493494,0.5624390295883147,0.40135911449633266,93.89830508474576
IDC,2026-03-13,0.9612560363372304,0.8526820501023156,0.8066108618623146,0.8147705428886752,0.7757011033372125,-0.6328779683233083,-0.33144663482405456,-0.21474808005517332,-0.268282648156929,-0.285212034680768,-0.31284714212684156,7.457627118644068
IMI,2026-03-13,0.9783068387413958,0.9020684319812573,1.8685442833580488,1.6799842173628685,2.229969662151069,-0.45309241226105923,-0.2368221250531923,0.6576960355113696,0.38558019135048854,0.8499826129439758,0.25268156034747286,90.84745762711864
IMP,2026-03-13,0.9921111683678081,1.3143635128561266,1.3773012265459454,2.1372449127147513,1.705824185579518,-0.30753802607306174,0.5531369370290148,0.254109421178258,0.7311431262400897,0.44083731720434266,0.4110688566246321,94.23728813559322
INFRA,2026-03-13,1.014489615774601,0.9978262075271391,0.9715699270096801,0.8675184100133562,1.4864481690358824,-0.07157718883661529,-0.053349835263100616,-0.07922398524471988,-0.22841981289017943,0.2695935133771513,-0.048213601345234884,65.08474576271186
ION,2026-03-13,1.0816249579949788,1.123434918357026,1.2430379948506198,1.3948335219822587,1.3886007405419236,0.6363053228727124,0.1873169686822208,0.14380385582130148,0.17008493408656583,0.19321430787415703,0.21877571984569957,89.15254237288136
IPM,2026-03-13,1.0443275456503245,0.9684783778939879,0.9450636074999837,0.8707269141715598,0.759618733441131,0.24303726081197452,-0.10958039693256832,-0.1010005693633262,-0.22599506892074397,-0.2977658509043985,-0.12368442675921315,38.983050847457626
IPO,2026-03-13,1.1079492832010869,1.1011043977966677,1.2241781080321965,1.2086300178341418,1.2026037950491308,0.913871934282593,0.1445315999112995,0.12830929002092514,0.029366455472008973,0.04802603730452876,0.17990119259696155,87.79661016949153
IS,2026-03-13,0.9426673420914432,0.7717562073842715,1.1830292640647277,0.741005308553075,0.7122564143296937,-0.8288792269288023,-0.4865008806232188,0.09450296463828611,-0.32402881468500344,-0.33473663654680513,-0.3202287041392958,6.779661016949152
JAS,2026-03-13,1.18280191634429,1.2808907578597906,0.9270680395002644,1.0564317931269571,0.9862937119341662,1.7031264194021198,0.48900300148434533,-0.11578504369084015,-0.08565341338929397,-0.12082451446677019,0.2528129216149313,91.18644067796609
JFC,2026-03-13,0.9548711918843197,1.0166347613251807,0.8794036000481155,0.8756113519051625,0.8185617342969411,-0.7002004780286057,-0.01731256922078994,-0.15494433454660136,-0.22230378153115027,-0.2517552439357437,-0.1961739451023395,22.71186440677966
JGS,2026-03-13,0.9610840456347187,1.0836718413439337,1.0588070228063455,1.3501818391139242,1.549798365845878,-0.6346914574105464,0.11113075041322762,-0.00755330481758423,0.13634058051192205,0.3190443551139327,0.043106522547991896,78.64406779661017
JOH,2026-03-13,1.0469514842072347,0.8802343343501167,0.6375319777982529,0.6787055795986845,0.73616485953817,0.27070436065544223,-0.27865634546035245,-0.3536568614178295,-0.37111022229153023,-0.31607382569993614,-0.2665738012403154,12.203389830508476
KEEPR,2026-03-13,1.0073601989016405,0.8833819513844744,0.8528451705228528,0.838438532515071,0.8463605632007625,-0.14675055291194283,-0.27262549834236355,-0.17676373027234105,-0.25039617761316174,-0.2300556193439882,-0.2252412157862192,18.64406779661017
KEP,2026-03-13,1.1559350696129544,1.137079876879581,1.1435949552625702,1.0834867536826476,1.0125213733118192,1.4198394007189175,0.21346076504708567,0.06210523614659035,-0.06520732723322896,-0.10035133526257277,0.1934543128866333,88.13559322033898
KPH,2026-03-13,1.0443275456503245,0.9684783778939879,0.9858577200539399,1.046125141486694,1.234829899259863,0.24303726081197452,-0.10958039693256832,-0.06748567782019263,-0.09344239859160443,0.07318157050512164,-0.03315305659617384,68.8135593220339
KPPI,2026-03-13,0.9836891720319184,1.1982868065467986,0.9532134246879154,0.8485237258725408,0.889749189237521,-0.39634049169968005,0.33073349275038166,-0.09430498948550373,-0.24277455377590096,-0.1961866783246669,-0.041973161220109675,66.77966101694915
LAND,2026-03-13,1.0238505349512983,0.9494886057784195,0.8802301071910178,0.8717709512389118,0.8521512434652366,0.02712538360215472,-0.1459648780128121,-0.15426530770866342,-0.22520606493068956,-0.22553544375296883,-0.15851478151987725,30.508474576271187
LBC,2026-03-13,1.0197229699674633,0.8145263471351918,0.9514228449679679,1.0135186435702257,0.8334796628861983,-0.016396120442755752,-0.4045531178435409,-0.0957760616906902,-0.11808391541345933,-0.2401103846794964,-0.20658290360462672,21.694915254237287
LC,2026-03-13,1.0169891282249233,1.0177230411767333,1.091485332916862,1.4413279727150008,2.1253426694971607,-0.04522205169327978,-0.015227420571935813,0.019293952068278074,0.20522191177698862,0.7683113141058409,0.15202413614743465,87.11864406779661
LFM,2026-03-13,0.9936934828309146,0.8891877504640707,1.1256702694434078,1.3686803934450915,1.9611122902406175,-0.29085392647048525,-0.26150156354832316,0.04737899592309239,0.15032038413570314,0.640113914540612,0.030390051277460042,76.94915254237287
LMG,2026-03-13,1.00703013330567,1.0459566481255071,0.8066108618623146,1.1768907841725311,1.2397049596713443,-0.15023080124876567,0.03886828587482656,-0.21474808005517332,0.005380351162709624,0.07698701789131467,-0.044425491459982806,66.44067796610169
LODE,2026-03-13,1.083985553712995,1.1853018953329402,0.6519381697130893,1.8648317739545417,1.696587537401158,0.6611957065474434,0.3058543497299159,-0.34182128198374556,0.5252739476962737,0.43362723656929186,0.24251943010243124,90.5084745762712
LOTO,2026-03-13,0.9794258337737505,0.9456906513553058,0.7867902958122789,0.5262326469296704,0.4381086235432297,-0.4412936042428726,-0.15324177422886093,-0.23103190337923385,-0.48633769458451287,-0.5487350090432681,-0.32743765881114684,6.101694915254238
LPC,2026-03-13,0.9104393987720777,0.7840063059141807,0.5494944669153109,1.0162358517299315,0.7432240845179412,-1.1686942440214483,-0.4630296417120791,-0.4259851324414162,-0.11603045567830471,-0.3105634305498469,-0.43206520574426066,2.3728813559322033
LPZ,2026-03-13,1.041550078773595,0.9789201932890713,0.9219367706240087,0.9807423201437757,1.4787330401308518,0.21375134129681372,-0.0895738359073131,-0.12000069906608347,-0.14285377346876138,0.26357112295576374,-0.024532277659421155,71.1864406779661
LSC,2026-03-13,0.9921111683678081,0.9517804748268502,1.1707060425640536,1.2169210829539094,0.7443596446165169,-0.30753802607306174,-0.1415736475376102,0.08437867448463131,0.03563221333239733,-0.30967701810687226,-0.09145633829698278,45.42372881355932
LTG,2026-03-13,0.9506058428355517,0.9576875324578432,0.9332786416510631,1.17152815529267,1.1898871862919587,-0.7451747925714216,-0.1302557009447403,-0.11068264914245365,0.0013276831917122603,0.0380995171239274,-0.1352843876192461,36.94915254237288
MA,2026-03-13,1.0718098494832276,1.0948016445758124,1.1144478574522798,1.539580396904946,1.0457600059805383,0.5328137275935695,0.13245549894905315,0.03815908900055439,0.27947363821712706,-0.07440542749250421,0.14729170821376128,85.76271186440678
MAB,2026-03-13,1.0443275456503245,0.9684783778939879,1.0293514429974961,1.2176210663205784,0.9393846207568095,0.24303726081197452,-0.10958039693256832,-0.03175288904258694,0.03616120764356132,-0.15744151268676151,-0.03289260063352174,69.15254237288136
MAC,2026-03-13,1.0031942943993268,0.9511454315334691,0.9747557187019811,1.156798330258586,1.0218319146756059,-0.19067631310184027,-0.14279039308634797,-0.0766066599406025,-0.00980400081465377,-0.0930835739824417,-0.09697975048153605,45.08474576271186
MACAY,2026-03-13,1.0638311161123848,0.9079484792756137,0.8572675826555999,0.8258882695947586,0.8033596276609688,0.44868507594730067,-0.22555593037584526,-0.17313044464093974,-0.2598807139672909,-0.26362193113129995,-0.1576003151414116,31.186440677966104
MAH,2026-03-13,1.0725526144516844,0.8178261857771454,0.5591431845082047,1.1042432049026216,0.6823296742318072,0.5406455239930719,-0.39823061350250216,-0.4180581129915275,-0.049521176478576,-0.35809729780436994,-0.23353798986569602,17.28813559322034
MARC,2026-03-13,0.9253535214623128,0.9825142964141907,1.0953974667265998,1.4645751980813717,1.2797762310950642,-1.0114380763944344,-0.082687519612388,0.022508012434517746,0.2227904006221999,0.10826644875573979,-0.05952501297672946,62.03389830508475
MAXS,2026-03-13,0.961305690556784,0.8768117001509356,0.9348650793614949,0.9355590696222469,0.8848738512143018,-0.6323544087123483,-0.28521412659152284,-0.10937929224910946,-0.17699984553834128,-0.19999234241317188,-0.24154332238061307,15.593220338983052
MB,2026-03-13,1.0013258231823698,0.8673734922896705,0.8075115998431769,0.861204030617834,0.9474148564630268,-0.21037768132864332,-0.30329777147518483,-0.21400806798364086,-0.23319174167851295,-0.15117315149747873,-0.23484343763165438,16.94915254237288
MBC,2026-03-13,1.0277509179415891,1.1985161562759932,1.018719644055738,1.0791973173406828,0.9895775392367732,0.06825145545164554,0.3311729277700255,-0.0404875707437794,-0.06844895772196097,-0.11826117556003898,0.06462616331182931,81.01694915254237
MBT,2026-03-13,0.9646993319806304,0.99538055505771,0.9723625495344695,1.0064267875581758,0.9351780989936227,-0.5965714762731658,-0.058035715402222764,-0.07857279672044874,-0.12344340203072152,-0.16072510220105418,-0.14550850716439803,33.89830508474576
MED,2026-03-13,0.9101937324475304,0.8846677490377776,0.9556784020931051,1.1042432049026216,0.8763867375454406,-1.1712845770578402,-0.2701619047771055,-0.0922798577883271,-0.049521176478576,-0.20661734021862005,-0.26214382991450563,12.54237288135593
MEDIC,2026-03-13,0.958057009270515,0.8173957509425258,0.7429142104692189,0.774499666153307,0.7715222421744531,-0.66660886534591,-0.39905532840698776,-0.2670788265636756,-0.29871632088828437,-0.2884740324709153,-0.3561615607459004,4.745762711864407
MEG,2026-03-13,0.9837192505902608,1.006645013476017,1.0400798946569065,1.137795901307693,1.1919585202133405,-0.3960233400367289,-0.036452966978186854,-0.022938801144110996,-0.024164594640126703,0.03971638985815886,-0.055148384832458215,63.05084745762712
MER,2026-03-13,1.0477913186043886,1.0190076845667178,1.1470075396781418,1.183001328223271,1.1521794937686218,0.2795596679021923,-0.01276603857991969,0.06490888572760277,0.009998236665247517,0.008665083939395786,0.043652786572102885,78.98305084745762
MFC,2026-03-13,1.0443275456503245,0.9684783778939879,1.0604631691391029,1.2245817832697186,1.2506384686906677,0.24303726081197452,-0.10958039693256832,-0.006192677971038502,0.041421589308400494,0.08552165947678368,0.010994004291864983,75.9322033898305
MFIN,2026-03-13,1.0003558595176794,1.0948016445758124,0.9543941757968994,1.1539077318216868,1.1227484726784922,-0.22060508603857976,0.13245549894905315,-0.09333492927633272,-0.011988495763806346,-0.014308621579546476,-0.010201583627918454,72.54237288135593
MG,2026-03-13,0.9945976625241184,0.9372371398974076,0.8572675826555998,0.9096740360753861,0.8618901148191248,-0.28132015526901244,-0.16943873677425975,-0.17313044464093982,-0.19656178963958418,-0.21793333025898187,-0.19424860518617823,23.728813559322035
MGH,2026-03-13,1.0443275456503245,0.9684783778939879,0.9858577200539399,1.046125141486694,1.005538467288979,0.24303726081197452,-0.10958039693256832,-0.06748567782019263,-0.09344239859160443,-0.1058021562226712,-0.06000061560534277,57.79661016949152
MHC,2026-03-13,0.7962997535583723,1.114663793425156,0.969956789085328,1.1294448430210324,0.7667230813078466,-2.372195351891941,0.1705114574210064,-0.08054927801845702,-0.03047569078354615,-0.29222023305803746,-0.2561315905829213,13.559322033898304
MJC,2026-03-13,1.0443275456503245,0.9684783778939879,0.9858577200539399,1.046125141486694,1.005538467288979,0.24303726081197452,-0.10958039693256832,-0.06748567782019263,-0.09344239859160443,-0.1058021562226712,-0.06000061560534277,57.79661016949152
MJIC,2026-03-13,1.0443275456503245,0.9684783778939879,0.9858577200539399,1.046125141486694,1.005538467288979,0.24303726081197452,-0.10958039693256832,-0.06748567782019263,-0.09344239859160443,-0.1058021562226712,-0.06000061560534277,57.79661016949152
MM,2026-03-13,1.0701134109750237,1.0047963170650125,0.8613283238366002,0.7235698895282968,0.8878690721806943,0.5149262913724835,-0.03999507686660213,-0.16979429410975816,-0.3372051813189119,-0.19765428814603195,-0.10004364693585899,43.728813559322035
MONDE,2026-03-13,1.0089551610395877,1.0002043937215497,0.8684246681063383,0.8595733329911246,0.8604536312944265,-0.1299330948198229,-0.04879322078298854,-0.16396420751972773,-0.23442409920132512,-0.21905464199934477,-0.14836534373697752,33.220338983050844
MRC,2026-03-13,1.0323237807577919,0.9053167445530756,0.8478376392463883,1.0223495700892693,1.3726398124897177,0.11646822934414872,-0.23059834487337919,-0.18087772754112783,-0.11141017127420691,0.18075528853678924,-0.09792085338720384,44.40677966101695
MREIT,2026-03-13,1.0173964628112042,0.9475759668603047,0.9916911976873952,1.0104617843905568,0.9881013840411934,-0.040927070532744095,-0.1496295020065059,-0.06269311443384705,-0.12039405761550824,-0.11941345480511346,-0.10664566600755661,42.71186440677966
MRSGI,2026-03-13,1.0264757927332249,0.9944197630161483,0.9607935407305347,1.0109612711846203,0.8964102615366868,0.05480639350085101,-0.05987659688544964,-0.08807745440389754,-0.12001658339948719,-0.1909870791339769,-0.08715308186651816,46.440677966101696
MVC,2026-03-13,1.1839881156275134,1.0702251335482202,1.1427901734502812,1.2276840503397566,1.1287467379844667,1.7156338365124641,0.0853668032522399,0.06144405801410676,0.04376604734826926,-0.009626406159906795,0.21984368767611293,89.49152542372882
MWC,2026-03-13,1.0638842412617537,0.9853844842412645,1.0945032647129456,1.1014685360685708,1.325556363986764,0.4492452334280919,-0.07718822799080532,0.021773370065091675,-0.05161806063106907,0.14400218787437605,0.03848811351678311,77.96610169491525
MWIDE,2026-03-13,0.9817337810845321,0.9588257694764399,0.8769719420181317,1.5665592571006777,1.426906967867218,-0.41695835122686864,-0.1280748341594031,-0.15694209231218836,0.29986221349591613,0.22311595428383976,-0.025913972606795704,70.50847457627118
MWP,2026-03-13,1.0443275456503245,0.9684783778939879,0.9858577200539399,1.046125141486694,1.005538467288979,0.24303726081197452,-0.10958039693256832,-0.06748567782019263,-0.09344239859160443,-0.1058021562226712,-0.06000061560534277,57.79661016949152
MYNLD,2026-03-13,1.0391006810574799,1.1914201827062179,,,,0.1879246194821398,0.3175770133733628,,,,,
NI,2026-03-13,1.174868488856615,1.1468822896113016,1.4083681715056284,1.4711134802156636,1.3507233142687778,1.6194754780245606,0.23224222795287977,0.27963284173369063,0.22773153810991562,0.1636473813869705,0.3716218414517714,93.22033898305084
NIKL,2026-03-13,0.9960349423832573,1.3855398758887978,1.5345898472537745,2.212957030068007,2.1735438485067458,-0.2661653166539552,0.6895111398557912,0.38333177053123446,0.7883605992161196,0.8059369095223522,0.5546324091957272,96.94915254237289
NOW,2026-03-13,0.9214654814561685,0.8421551112121636,0.6878077116655396,1.5890508478278897,1.1172649636544212,-1.0524340024469325,-0.3516162928141896,-0.3123522303737071,0.31685965102124297,-0.01858902086109635,-0.22823276860729277,18.305084745762713
